,city,latitude,longitude,attacktype,targtype,targsubtype,target,weaptype,weapsubtype,gname,Month,Day,Year
3229,Baratand,24.877812,86.921828,1514,1538,447,Civilians,1813,1564,1546,11,5,2010
3230,Barwadih,24.414869,84.436289,592,876,315,Two members of the Janata Dal-United,1813,1564,1546,11,5,2010
3231,Bandhagora,22.138898,87.382878,592,876,315,A local Communist Party of India-Marxist leader and his son,1813,1564,1546,11,6,2010
3232,Bokaro district,23.669296,86.151112,2036,786,433,"A Central Reserve Police Force (CRPF) trooper of the 26th Battalion, Basu Matari,",2121,315,1546,11,7,2010
3233,Satbahani,24.428844,84.025995,2036,368,205,The Satbahani railway station was bombed.,2121,315,1546,11,7,2010
3234,Rajhara,24.168873,84.039211,2036,876,143,A government building,2121,315,1546,11,7,2010
3235,Basna,24.166618,84.019386,2036,876,143,A government building was targeted in the attack.,2121,315,1546,11,7,2010
3236,Imphal,24.811299,93.970944,2036,1538,80,The residence of a civilian identified as Khaidem Samungou,2121,533,1414,11,7,2010
3237,Ganakkata,22.460017,87.051152,1514,1538,186,"A civilian, identified as Sandhyarani Mahato,",1813,1564,22,11,7,2010
3238,Ganakkata,22.460017,87.051152,1514,876,296,"Wahed Ali, a Group D employee at the Jhargram Block Development Office (BDO),",1813,1564,22,11,7,2010
3239,Ganakkata,22.460017,87.051152,1514,1538,189,"Rashbehari, a supporter of the Communist Party of India-Marxist (CPM)",1813,1564,22,11,7,2010
3240,Baska district,26.662885,91.354721,1514,1538,447,Militants shot and killed one Hindi-speaking person and injured two others.,1813,1564,106,11,8,2010
3241,Sonitpor district,26.678779,92.857672,1514,1538,66,Hindi-speaking passengers on a public transportation bus,1813,1564,106,11,8,2010
3242,Belrisi,26.807354,92.546435,1514,1538,66,Five Hindi-speaking people,1813,1564,106,11,8,2010
3243,Hugrajuli,26.804857,92.357856,1514,1538,447,A Hindi-speaking woman,1813,1564,106,11,8,2010
3244,Gaya,24.795821,85.00252,437,83,221,Four trucks,382,329,1546,11,8,2010
3245,Sherghati,24.559397,84.799544,2036,417,221,A bomb detonated inside an office building.,2121,315,1414,11,8,2010
3246,Muzaffarpur,26.122892,85.368365,2036,368,205,Railway tracks of the Hajipur-Muzaffarpur section,2121,53,1546,11,8,2010
3247,Narayanpur,19.723535,81.242411,592,786,433,"Two security personnel, identified as Khemchand Sahu and Jitendra Patel,",371,403,1546,11,8,2010
3248,Malkangiri district,18.364195,81.892418,2036,130,88,A newly constructed school building was bombed.,2121,265,1546,11,8,2010
3249,Timanpur,20.153954,82.586198,1514,1538,447,Two civilians,1813,1564,1546,11,8,2010
3250,Jhargam,22.45109,86.995289,1514,1538,189,"A former Communist Party of India-Marxist (CPM), Kanai Rai,",1813,1564,1546,11,8,2010
3251,Aurangabad,24.749905,84.370896,2036,89,67,A mobile tower,2121,674,1546,11,8,2010
3252,Aurangabad,24.749905,84.370896,2036,89,67,A mobile tower,2121,674,1546,11,8,2010
3253,Nagma,24.795728,84.999721,437,368,74,A bus was targeted in the attack.,382,329,1546,11,9,2010
3254,Mathurapur,25.869727,85.790948,437,876,143,A makeshift party office of Rashtriya Janata Dal (RJD),382,329,1546,11,9,2010
3255,Jamuguri,26.495833,89.881944,1514,1538,447,Four villagers,1813,1564,106,11,10,2010
3256,Jumra,24.00995,85.507147,33,1538,447,Civilians,7,3,1546,11,10,2010
3257,Thoubal,24.644924,93.99929,2036,876,296,"The residence of Leishangthem Joychandra, an Executive Engineer in Thoubal Division of Electricity Department",2121,533,1414,11,10,2010
3258,Laxman Bigha,24.795728,84.999721,437,1538,189,The campaign vehicle of Anul Kumar,382,329,1546,11,11,2010
3259,Dhanauti,26.081575,84.329847,437,1538,189,The campaign vehicle of Rajendra Singh,382,46,1546,11,11,2010
3260,Giridih district,24.179793,86.306772,1514,1538,447,Militants severed the head and legs of a man who was given a death sentence by a kangaroo court.,243,181,1546,11,11,2010
3261,Imphal,24.817011,93.936844,592,130,16,"A university engineering official, Thongam Dolan,",1813,44,14,11,11,2010
3262,Saliya,24.795728,84.999721,2036,786,433,Border Security Force personnel,2121,265,1546,11,12,2010
3263,Aglar,33.750993,74.851444,1514,876,315,A ruling National Conference worker was shot dead with a pistol.,1813,44,1414,11,12,2010
3264,Bokaro district,23.669296,86.151112,2036,786,433,Central Reserve Police Force (CRPF) personnel,2121,265,1546,11,12,2010
3265,Karma Lahan,24.749905,84.370896,2036,368,43,A bridge was targeted in the attack.,2121,53,1546,11,14,2010
3266,Boulia,25.068355,84.013843,2036,368,43,A bridge was targeted in the attack.,2121,265,1546,11,14,2010
3267,Malkangiri district,18.364195,81.892418,1514,876,296,"A class IV government employee, identified as Dama Madkami,",243,181,1546,11,15,2010
3268,Lalgarh,22.586023,87.051109,33,1538,266,A civilian selling wine was targeted in the attack.,243,25,1546,11,15,2010
3269,Kakiriguma,18.924224,83.010623,2036,786,164,A police station was targeted in the attack.,2121,674,1546,11,16,2010
3270,Nongalbibra,25.456872,90.703405,1514,1538,266,"Nazrul Islam, a coal-miner,",1813,1564,82,11,17,2010
3271,Nongalbibra,25.456872,90.703405,1514,1538,266,"Kuki Boro, a coal miner,",1813,1564,82,11,17,2010
3272,Unknown,25.467031,91.366216,2036,47,14,A petrol pump was targeted in the attack.,2121,533,82,11,17,2010
3273,Bariatu,23.400458,85.355511,1514,1538,266,A civilian and suspected police informer was targeted in the attack.,1813,1564,1546,11,18,2010
3274,Bhimpur,23.429957,88.63143,2036,876,315,An office of the Communist Party of India-Marxist,2121,265,1546,11,19,2010
3275,Dhanghori,22.521813,86.988683,2036,876,143,The Dhanghori village local government office,2121,674,1546,11,19,2010
3276,Londa,24.440216,84.460948,2036,1538,447,Civilians,2121,265,1546,11,20,2010
3277,Pulwama,33.871517,74.89955,1514,1538,186,"A former militant, Showkat Ahmad Rather,",1813,1564,1414,11,20,2010
3278,Rashidpur,22.731895,88.006342,592,1538,189,"Ganesh Ahir, a Communist Party of India-Marxist (CPM) activist,",1813,1564,1546,11,20,2010
3279,Bhairamgarh,19.006389,81.059167,1514,102,17,"Nandu Karma, a key leader of the Salwa Judum (an anti-Maoist vigilante group),",1813,1564,1546,11,21,2010
3280,Murakati,22.35435,86.906606,1514,876,315,Two supporters of the ruling Communist Party of India-Marxist,1813,1564,1546,11,21,2010
3281,West Midnapore district,22.404193,87.379866,592,1538,189,"Two supporters of the  ruling Communist Party of India-Marxist (CPM), identified as Rahim Patar and Pashupati Singh,",1813,1564,1546,11,21,2010
3282,Baramulla district,34.201086,74.349108,2036,368,74,A public bus,2121,315,1414,11,22,2010
3283,Bijapur,18.791667,80.816667,2036,786,171,A police vehicle,2121,315,1546,11,23,2010
3284,Tonder,19.20001,80.338021,1514,1538,266,A civilian man who was a suspected police informer,243,181,1546,11,23,2010
3285,Gatta,20.024392,80.338021,2036,83,221,The target of the attack is unknown.,2121,315,1546,11,23,2010
3286,Choppalanka,17.68659,83.21824,2036,83,221,It is unclear whether or not civilians were targeted or whether police were the intended target.,2121,265,1546,11,23,2010
3287,Chandel district,24.33168,94.000705,1514,1538,447,"A village chief, identified as Ngamkholet Baite,",1813,1564,4,11,24,2010
3288,Surar,24.749905,84.370896,437,417,142,Construction equipment was targeted in the attack.,382,329,1546,11,25,2010
3289,East Champaran district,26.525754,84.91023,1514,417,221,"Two employees of Narayanpur Princely Estate, identified as Ranjit Sah and Arun Sah,",1813,1564,1546,11,25,2010
3290,Imphal,24.771121,93.93557,2036,417,23,A gas company office,2121,533,1414,11,25,2010
3291,Sukma,18.39186,81.657827,437,417,221,A truck loaded with coconuts,382,329,1546,11,26,2010
3292,Imphal,24.819925,93.924933,2036,876,296,"The official quarter of Block Development Officer, Keisam Rajendra,",2121,533,1414,11,26,2010
3293,Brahmangaon,21.814946,84.959777,2036,417,22,An ambulance was targeted in the attack.,2121,315,1546,11,27,2010
3294,Khura,23.867959,84.109206,2036,876,143,A village council building was targeted in the attack.,2121,315,1546,11,28,2010
3295,Jarawandi,19.995642,80.441129,1514,786,433,A police officer was targeted in the attack.,1813,1564,1546,11,28,2010
3296,Jhargam,22.45109,86.995289,437,876,315,"The private residence of a local Communist Party of India-Marxist (CPM) leader, Harish Mahato,",382,329,1546,11,30,2010
3297,Keithelmanbi,25.099588,93.945765,592,876,296,The Manipur Principal Chief Conservator of Forest (PCCF) was targeted in the attack.,371,403,4,11,30,2010
3298,Laxmipuram,18.262023,79.686485,592,876,315,"A member of the local Telugu Desam Party (TDP), Mandal Secretary Majid,",1813,1564,1546,12,1,2010
3299,Dudhapani,23.961479,87.229486,1514,1538,15,"A farmer and suspected police informer, Pradeep Singh,",1813,1564,1546,12,1,2010
3300,Kumari,22.97566,86.625366,1514,1538,189,"A supporter of the Communist Party of India-Marxist (CPM), Bikash Mondol,",1813,1564,1546,12,1,2010
3301,Tupakulagudem,18.45767,79.941488,437,368,74,An Andhra Pradesh State Road Transport Corporation (APARTC) bus,382,46,1546,12,2,2010
3302,Karimnagar,18.435465,79.129664,1514,1538,189,"A former activist of the Communist Party of India-Marxist Leninist (CPM-L), Kommu Satyam,",1813,1564,1546,12,2,2010
3303,Karimnagar,18.435465,79.129664,592,1538,189,"A Communist Party of India- Marxist Leninist activist (CPM-L) and suspected police informer, identified as D Tirupathi,",1813,1564,1546,12,2,2010
3304,Laxmipuram,18.262023,79.686485,1514,1538,266,"A tailor, Shaik Majeed, who was accused of being a police informer,",1813,1564,1546,12,2,2010
3305,Sarvaipeta,18.951288,79.805131,127,1538,447,Three family members of a former Communist Party of India-Maoist (CPI-M),371,403,1546,12,2,2010
3306,Banspal,21.390826,85.373043,2036,786,164,An abandoned police outpost,2121,265,1546,12,2,2010
3307,Pali,25.320817,85.125607,437,417,142,"Construction equipment, a mixer machine, and a water tanker at the office of a private road construction firm",382,329,1546,12,2,2010
3308,Begusarai,25.419187,86.131449,2036,368,205,A section of the East Central Railway track,2121,674,1546,12,3,2010
3309,Kursela,25.451103,87.250206,2036,368,205,Railway tracks near the Kursela station,2121,674,1546,12,3,2010
3310,Chatro,24.12157,86.360486,1514,876,296,"Nunulal Marandi, the younger brother of former Chief Minister Babulal Marandi,",1813,1564,1546,12,4,2010
3311,Imphal,24.817011,93.936844,592,876,296,"A government assistant engineer of the Public Works Department, identified as Ningthoujam Bimol,",1813,1564,1414,12,4,2010
3312,West Midnapore district,22.404193,87.379866,1514,102,17,"Ajit Bera, a Maoist-backed Police Santrash Birodhi Janasadharaner Committee (PSBJC) supporter,",1813,1564,1546,12,5,2010
3313,Imphal,24.811548,93.93334,2036,1538,78,The Nagamapal Market,2121,315,1414,12,6,2010
3314,Topadihi,22.045186,85.163631,592,1538,447,"Three civilians accused of being police informers, identified as Duad Munda, Juan Munda and Nuan Munda,",243,181,1546,12,6,2010
3315,Cherla,18.074414,80.830148,437,89,67,A mobile phone tower was targeted in the attack.,382,329,1546,12,7,2010
3316,Chintapalle,17.867895,82.352578,437,417,18,A coffee plantation was targeted in the attack.,371,403,1546,12,7,2010
3317,Mathurapur,24.749905,84.370896,437,368,74,A bus was targeted in the attack.,382,329,9,12,7,2010
3318,Bhamragad,19.414814,80.589669,592,1538,186,"A former militant, Rakesh Chandu Veladi, was targeted in the attack.",371,403,1546,12,7,2010
3319,Maram,25.423602,94.106609,1514,313,66,Two Assam Rifles personnel,243,181,1414,12,7,2010
3320,Varanasi,25.317645,82.973914,2036,1538,48,Hundreds of Hindu worshipers,2121,315,34,12,7,2010
3321,Koraput district,18.815236,82.712102,1514,1538,186,"A civilian, identified as Sambharu Huika,",1813,1564,1546,12,8,2010
3322,Sundargarh district,22.124002,84.043175,592,1538,266,"Anup Singh and Bisra Singh, suspected police informers,",1813,1564,1546,12,9,2010
3323,Khayrasole,23.788266,87.265564,200,876,315,"A local leader of the ruling Communist Party of India-Marxist, identified as Sashti Bauri,",1813,1564,1546,12,9,2010
3324,Kaliatal,18.703974,82.218936,437,89,67,A mobile tower was targeted in the attack.,382,329,1546,12,10,2010
3325,Jangalmahal,23.066347,87.403396,1514,1538,189,"Two Communist Party of India-Marxist (CPM) supporters, identified as Mahesh Soren and his brother Narayan,",1813,1564,1546,12,10,2010
3326,Mahupada,22.076174,85.028135,592,1538,447,Three unidentified civilians,1813,11,1546,12,11,2010
3327,West Singhbhum district,22.365086,85.437557,1514,1538,447,Voters,1813,1564,1546,12,13,2010
3328,Rajpur,24.302783,85.005153,2036,876,101,A polling party was targeted in the attack.,2121,265,1546,12,14,2010
3329,Simdega district,22.610968,84.502431,1514,1538,447,Two civilians,1813,1564,24,12,16,2010
3330,Williamnagar,25.500247,90.605023,592,417,27,"A coal exporter, identified as Rimudu Sutnga, was targeted in the attack.",371,403,82,12,16,2010
3331,Chandel district,24.33168,94.000705,127,313,86,A 36 Assam Rifles division military patrol,371,403,12,12,17,2010
3332,Bagbinda,23.346597,86.009606,1514,876,296,Seven Forward Bloc workers,1813,1564,1546,12,17,2010
3333,Chowka More,22.959166,85.965274,1514,876,315,"Mukund Singh, a contractor and a former block Congress Party president,",1813,1564,1546,12,18,2010
3334,Dhepaguda,19.402352,83.295273,2036,368,43,A bridge was targeted in the attack.,2121,265,1546,12,19,2010
3335,West Midnapore district,22.404193,87.379866,200,130,26,"Kalicharan Mahato, a primary school teacher and a local ruling Communist Party of India-Marxist leader,",1813,1564,1546,12,19,2010
3336,Jhargam,22.45109,86.995289,437,1538,266,"A railway worker, Srikant Saren, was targeted in the attack.",382,329,1546,12,19,2010
3337,Palamu district,24.128611,84.185712,2036,786,433,Security forces carrying ballot boxes after a village election was the suspected target.,2121,265,1546,12,20,2010
3338,Dantewada,18.9,81.35,1514,130,16,"A suspected police informer and school cook, Sudhru Ram,",243,181,1546,12,21,2010
3339,Gadchiroli district,20.181843,80.006844,200,786,433,A police commander was targeted in the attack.,2121,265,1546,12,21,2010
3340,Lankachen,19.137828,79.92208,437,876,143,A Tata Sumo and boat belonging to the forest department,382,329,1546,12,21,2010
3341,Pindiki,19.398378,84.272651,437,417,142,At least 14 vehicles owned by a private construction company,382,329,1546,12,21,2010
3342,Pindiki,19.398378,84.272651,437,89,67,A mobile tower was targeted in the attack.,382,329,1546,12,21,2010
3343,Belpahari,22.632073,86.764262,2036,83,221,The target is unknown.,2121,315,1546,12,22,2010
3344,Kirandul,18.633644,81.25739,2036,368,43,Bridges,2121,674,1546,12,23,2010
3345,Garhwa,24.159623,83.803807,437,876,101,Three vehicles were targeted in the attack to disrupt balloting at a polling booth.,382,329,1546,12,24,2010
3346,West Singhbhum district,22.365086,85.437557,2036,786,433,Central Reserve Police Force personnel,2121,315,1546,12,24,2010
3347,Gatta,20.024392,80.338021,1514,1538,266,A suspected police informer was targeted in the attack.,1813,1564,1546,12,24,2010
3348,Birmadal,22.61206,86.65859,127,876,315,"A Communist Party of India-Marxist worker, identified as Manorajan Mahto,",371,403,1546,12,24,2010
3349,Chirugora,22.870022,86.476908,1514,876,315,"A Jharkhand Party worker, identified as Raghunath Murmu, was targeted in the attack.",243,181,1546,12,24,2010
3350,Kalaberia,22.623273,88.494869,1514,1538,189,"ATrinamool Congress activist, identified as Hikim Murmu,",243,181,1546,12,24,2010
3351,Odolchua,22.636871,86.676562,127,876,315,"A ruling Communist Party of India-Marxist worker, identified as Rathindranath Gope, was targeted in the attack.",371,403,1546,12,24,2010
3352,Godda,24.825521,87.213518,2036,786,433,Central Reserve Police Force troopers,2121,265,1546,12,24,2010
3353,Nayagram,22.032336,87.174696,437,1538,189,A house of a Communist Party of India-Marxist (CPI-M) supporter,382,329,1546,12,25,2010
3354,Nayagram,22.032336,87.174696,437,1538,189,The home of a Communist Party of India-Marxist (CPI-M) supporter was targeted in the attack.,382,329,1546,12,25,2010
3355,Nayagram,22.032336,87.174696,437,1538,189,The house of a Communist Party of India-Marxist (CPI-M) supporter,382,329,22,12,25,2010
3356,Jambani,23.137993,86.293294,2036,786,433,Security forces,2121,315,1546,12,25,2010
3357,Konta,17.810239,81.382213,1514,786,433,A Central Reserve Police Force trooper was targeted in the attack.,1813,1564,1546,12,26,2010
3358,Dhanora,19.639543,79.474959,1514,1538,266,A suspected police informer was targeted in the attack.,1813,1564,1546,12,27,2010
3359,Halewara,19.757752,80.31336,437,876,315,The home of a Nationalist Congress Party leader was targeted in the attack.,382,329,1546,12,29,2010
3360,Marda,20.22971,78.945088,437,876,143,A Gram Panchayat (village level local self government institution) building,382,329,1546,12,30,2010
